commune_id,epoca_di_fondazione,secolo_di_fondazione,anno_di_fondazione,etimologia_del_nome,storia
51,Moderna,XVIII,1797.0,"Stando però all'origine greca del paese, la versione più attendibile è quella che fa derivare il nome “Felitto” dal verbo greco “Phiulatto”: guardare, custodire, vigilare","Il paese è un borgo medievale che conserva ancora numerose torri di guardia e mura di cinta, tipiche dell'anno 1000. L'origine di Felitto è da ricondurre a qualche secolo prima dell'anno 1000. Strategicamente la posizione era straordinaria: sopraelevata, inaccessibile o accessibile con molta difficoltà dai quattro lati con la possibilità di controllare con facilità tutta la valle del Calore. Facile difesa naturale del posto, possibilità di avvistare con molto anticipo eventuali pericoli, presenza abbondante sul posto di ottima pietra da costruzione e da calce, nonché di sabbia in zona relativamente vicina (Casale), possibilità di rifornirsi d'acqua sia per la vicinanza del fiume Calore e sia per la presenza nel raggio di pochi chilometri di diverse piccole sorgenti, rendevano il posto ideale per un insediamento stabile e sicuro. Una delle prime apparizioni di Felitto, risale ad una bolla di Papa Bonifacio XVIII in cui si citava un borgo denominato come ""Felix"", da cui Felitto. Il paese era dotato di un notevole complesso murario fortificato, precisamente da 13 torrioni di cui tre di forma quadrata. Nel centro storico è ancora oggi conservato un antichissimo castello. La cinta muraria risulta solo parzialmente intatta, poiché demolita in alcune parti"
52,,,,"Secondo la leggenda, in zona era situato un tempio dedicato a Giano in cui era custodito un tesoro, fiscus ad Janum, da cui potrebbe derivare il nome.","Dal 1811 al 1860 ha fatto parte del circondario di Sant'Angelo a Fasanella, appartenente al distretto di Campagna del regno delle Due Sicilie."
53,,,,"Di origine incerta, forse deriva dal latino Terra Furoris, che è la terra menzionata dagli antichi scrittori, oppure potrebbe derivare dal nome dell'antico proprietario del feudo.","La Storia Le prime notizie certe che si hanno dell’insediamento abitativo indicano Furore come un semplice casale della Regia città di Amalfi. Il suo nome, verosimilmente, gli doveva derivare dal fiordo della sua Marina."
54,Moderna,XVII,1648.0,"Certamente il nome di ""Futani"" deriva da ""futa"" e da ""futos"", greco, che significa ""foresta""... Per tradizione orale si sa che Futani, all'inizio della sua esistenza, contava solo sette ""fuochi"" e cioè sette focolari o famiglie.","L'origine e la storia di Futani va considerata nell'ottica della storia di tutti i paesi della ""Valle del Lambro"". Solo come cronaca, si fa presente che qualche dilettante di Paleontologia, basandosi sopra un documento che parla di un fossile di età remota, il quale proviene dal territorio di Futani, ha avuto avanzare l'ipotesi dell'origine di Futani intorno al 39 a.C. Si vuole che tale documento sia contenuto nel trattato di ""Storia naturale"" di Plinio il Vecchio."
55,Contemporanea,XXI,,"L'origine è identica a ""Giffoni Sei Casali"", mentre la specifica ""Valle Piana"" è legata alla sue caratteristiche geografiche, anche se forse in passato la zona era chiamata ""Giffoni Valle e Piana"", come a definire ed identificare i due diversi insediamenti di popolazione.","La storia, nel Comune di Giffoni Sei Casali, non rivive solo grazie alle numerose testimonianze architettoniche, ma anche attraverso i lavori e i mestieri della gente più umile:il vestaio, il lavoratore dell’argilla, il fabbro ancora esistono nel Comune di Giffoni Sei Casali, esattamente come secoli fa."
56,Medievale,XI,1002.0,"Il nome si presta a varie interpretazioni: secondo alcuni deriverebbe da Junonis Phanum, per la presenza di un tempio dedicato a Giunone sul quale è stata edificata la basilica di Santa Maria a Vico, secondo altri dal verbo greco foneo, nel significato di mandar suoni, secondo altri ancora da genus furis, ossia ""terra di gente furfante e ribelle"", mentre Valle Piana deriva dalle sue caratteristiche geografiche.","Colonizzata dai Picentini, Giffoni diviene capitale e chiamasi Picenza, città che diviene sempre più potente, fino a che non sarà distrutta dai Romani ben due volte, dopo la seconda guerra punica e durante la guerra sociale. I Romani, costretti i pochi Picentini, superstiti ad abitare “per vicos” ed impadronitisi dei campi, non riescono facilmente a  trovare mano d’ opera e la piccola proprietà viene man mano assorbita dai grandi possedimenti di ricchi proprietari, che, poi non reggeranno all’imposizione di tasse esorbitanti. Intanto, all’ abbandono delle terre si aggiunge la minaccia delle incursioni barbariche, l’ imperversare della malaria, la rovina economica."
57,Moderna,XIX,1811.0,"Si tratterebbe, secondo alcuni, della significativa caratteristica delle qualità dei cittadini e delle loro prerogative. Mentre a detta di altri l’etimo deriverebbe da un tempio pagano.","Le prime notizie di Gioi si rintracciano in un diploma della badia di Cava de' Tirreni, Dove è descritto come borgo fortificato. Dal 1811 al 1860 è stato capoluogo dell'omonimo circondario appartenente al distretto di Vallo del regno delle Due Sicilie."
58,Moderna,XIX,1811.0,Deriva dal toponimo Giugliano in Campania della provincia di Napoli. Il cognome Giugliano è specifico del napoletano.,"La città di Giugliano in Campania fa parte del comprensorio che gli antichi chiamavano Campi Flegrei, per la vicinanza con Licola, Cuma e Pozzuoli. Il toponimo Giugliano è citato per la prima volta in un documento dell’anno 1061, ove di parla di un tale «Habitator in Vico, qui nominatur Iullano»."
59,Medievale,XII,,"Deriva dal cognome Spano, tramutato nel tempo in Li Spani, cognome che deriva dal greco spanos (sbarbato).","Sorto come piccolo borgo di pescatori, nel corso dei secoli si espanse grazie alla vicinanza del Castellaro che rientrava nel circuito difensivo della Policastro normanna, del XII secolo di cui ne sono visibili i ruderi."
60,Moderna,XIX,1860.0,"Secondo alcuni il nome deriva dal latino Castellum Lauri, in riferimento ad un castello costruito a difesa dalle incursioni dei saraceni. Secondo altri, invece deriva dal cognome latino Laurianus al femminile","Il borgo era denominato Lauriano ma con l'annessione al regno di Sardegna ha cambiato il toponimo in Laureana Cilento e dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Torchiara, appartenente al circondario di Vallo della Lucania."
61,Medievale,VII,,"Il toponimo Laurino deriva dalla “laura”creatasi con l’insediamento di numerosi monaci greci di osservanza basiliana, che vivevano come eremiti nelle numerose grotte della zona.","La prima citazione storica del CASTELLUM DE LAURI, risale all'anno 932. Infatti il suo passato è stato più glorioso del presente, se si riflette sul fatto che nel sec. XII la popolazione superava di gran lunga i 3.500 abitanti, distribuiti sul capoluogo ed altre frazioni: Le Chiane Soprane (Piaggine), Le Chiane Sottane (Valle dell’Angelo), Fogna (Villa Littorio) e Zadalampe, da cui si sono poi sviluppati i paesi circostanti. Oggi, a causa dell'emigrazione, ne conta meno di 1.900."
62,Medievale,XIII,,"Il nome deriva molto probabilmente dal latino lauretum, ossia laureto (un boschetto di lauri), molto diffusi in zona.","Nel Medioevo Laurito conobbe un periodo di sviluppo economico. Ne sono testimonianza gli affreschi della Cappella di San Filippo, la cui parte più antica è datata nella seconda metà del XIII secolo. Gli affreschi sono stati restaurati di recente. il feudo venne concesso da Roberto il Guiscardo ad uno dei suoi cavalieri allo scopo di controllare, unitamente ai castelli di Rofrano e di Alfano (non individuato), l'intero territorio. Dal 1811 al 1860 è stato capoluogo dell'omonimo circondario appartenente al distretto di Vallo del regno delle Due Sicilie."
63,Moderna,XIX,,"Trae la sua origine probabilmente da un nome o una famiglia, secondo alcuni dal latino Lavius o gens Lavia, secondo altri, invece da Abello o Abiliana. Da aggiungere il suffisso finale -anus che indica l'appartenenza.","Il toponimo Laurino deriva dalla “laura”creatasi con l’insediamento di numerosi monaci greci di osservanza basiliana, che vivevano come eremiti nelle numerose grotte della zona."
64,Medievale,XV,1427.0,"Il nome deriva dal latino Lustrum, pantano o zona selvaggia.","Nel corso dei secoli le antiche popolazioni hanno lasciato pregevoli testimonianze del loro passaggio, come ci ricordano i due stupendi ponti medievali a schiena d'asino, le rovine del castello Longobardo, gli affreschi e varie opere scolpite in legno della Collegiata di Santa Maria Maggiore. Ricco di vegetazione e natura incontaminata, Laurino era conosciuto in passato come ""La Perla del Calore""."
65,,,,"Fa parte del Parco del Cilento e Vallo di Diano. Proviene dal nome latino Mallius a cui è stato aggiunto, nel tempo, il suffisso -anus che indica la proprietà. L'aggiunta ""vetere"" dal latino vetus (vecchio) è successiva e contrapposta alla sua frazione Magliano Nuovo","Il comune di Magliano Vetere, in ragione delle caratteristiche del suo territorio, ha sempre rappresentato un punto di comunicazione strategico tra la Valle del fiume Calore Lucano (situata più all'interno) e la valle del fiume Alento (più vicina alla costa cilentana). Queste due vallate, infatti, sono separate da una impervia dorsale montuosa, dominata dalla forma tagliente dei monti Vesole"
66,Medievale,IX,,"In passato era chiamato Rheginna Maior, dal nome del fiume che attraversava la zona, e già da allora era contrapposto a Rheginna minor. I due paesi assunsero poi il nome di Maiori e Minori.","La leggenda principale, narrata dallo scrittore latino Plinio, vuole che la città di Maiori discenda dalla dea Maia, il quale nome, tradotto dal latino, assume il significato di ""colei che porta crescita"" oppure ""colei che è grande"", in correlazione al nome stesso della città. Altre leggende dicono che a Maiori i greci avessero dedicato un tempio alla dea BoxsturaI o che Ercole fosse arrivato fino al Falerzio: pare che nell'agro dove odiernamente trova spazio la frazione maiorese di Erchie si ergesse un tempio dedicato all'eroe."
67,Moderna,XIX,1810.0,"Il nome deriva dal termine rotaticum, pedaggio terrestre che, già in epoca romana, gli abitanti della zona richiedono a chiunque voglia transitare lungo la strada principale, che dagli Abruzzi porta a Salerno, attraverso Benevento e Avellino.","Magliano fu considerato un centro importante non solo dai Longobardi ma in seguito anche dai Normanni, i quali, quando organizzarono l'amministrazione del territorio locale sotto la Baronia di Novi Velia, decisero che Magliano doveva essere la sede di uno dei quattro Stati in cui era ripartita la predetta Baronia e aggregarono nello Stato di Magliano le università di Magliano Vetere, Capizzo, Stio e Gorga."
68,Medievale,XIII,1270.0,"La sua origine è strettamente legata al paese limitrofo di Maiori: in passato era chiamata Rheginna minor, in riferimento al fiume che l'attraversava, in contrapposizione a Rheginna Maior. Divenne poi con il tempo Minori.","Dal 1860 al 1927, durante il Regno d'Italia è stato capoluogo dell'omonimo mandamento appartenente al Circondario di Vallo della Lucania."
69,Antica,IV,,"Il suo nome deriva da “moia”, che significa acqua, infatti, la zona è ricca di acque paludose e di sorgenti; inoltre, più a valle scorre un affluente del torrente Badolato dove si effettuava la concia della pelli da parte dei Monaci Basiliani: ciò ha dato origine al nome della frazione Pellare.","Sulla sommità del colle sono stati scavati i resti di mura greche e di costruzioni di età romana. In età magnogreca, vi era ubicato un avamposto difensivo (phrourion) della città di Elea, aperto sull'entroterra dell'attuale Cilento, poiché destinato a proteggere dai Lucani l'esiguo territorio agricolo di cui poteva disporre la chora della polis eleate, la cui vocazione restava essenzialmente marittima e commerciale. La civitella esibisce ritrovamenti riferibili a un'epoca tardo arcaica, mentre più recente è la costruzione della cinta muraria ad anello, avvenuta a cavallo tra V e IV secolo a.C."
70,,,,"Il toponimo Montano Antilia deriva da San Montano, le cui spoglie sono custodite in un reliquario laminato d'argento presso la chiesa della SS Annunziata; Antilia significa etimologicamente “davanti al sole”, ed infatti il Monte Antilia sul quale sorge è una delle vette cilentane più alte.","Appartenne sempre al territorio di Cuccaro Vetere con il nome di Montagna e fu un piccolo casale, che le numerazioni del regno, ovvero i censimenti della popolazione, menzionano a partire dal secolo XVI. Staccatosi successivamente da Cuccaro Vetere, fu dato in feudo ai Monforte di Laurito. Da Montano Antilia partì nel 1828 la rivolta dei Filadelfi La rivolta aprì con grande anticipo la via ai moti del 1848 e poi alle sollevazioni risorgimentali del 1859/60 che portarono all'unità d'Italia."
71,Medievale,VII,,"Il nome si lega fortemente al culto del Santo. Secondo la tradizione, una compagnia religiosa dedita al culto di San Giacomo, durante un pellegrinaggio, sostò in zona e qui realizzò una chiesa dedicata al Santo patrono.","Dal 1811 al 1860 ha fatto parte del circondario di Diano appartenente al distretto di Sala del Regno delle due Sicilie. Dal 1860 al 1927, durante il regno d'Italia ha fatto parte del mandamento di Teggiano, appartenente al circondario di Sala Consilina."
72,Medievale,X,,"Il nome deriva dal latino mons coracis, ossia monte corvo, in quanto la parola corax, coracis, significa corvo. Secondo alcuni la parola corax, potrebbe derivare da un termine prelatino corbo, assumerebbe così il significato di monte tondeggiante.","È probabile che il borgo si sia venuto formando intorno al monastero di Sant'Arcangelo, esistente già nel secolo X. Rimase sempre tuttavia un piccolo casale, citato nel 1532 e poi nel 1669 con il nome di Mont'Acorice. Nel secolo XVIII era possesso della famiglia Giordano con il titolo di ducato. Durante il Regno di Napoli e il Regno delle Due Sicilie fu un casale amministrato dal comune di Ortodonico. Dal 1811 al 1860 ha fatto parte del circondario di Castellabate. Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Castellabate appartenente al Circondario di Vallo della Lucania."
73,Moderna,XIX,1820.0,"Secondo la tradizione popolare il paese nacque da un primissimo insediamento di abitanti che guidati da un corvo arrivarono in zona e qui si insediarono. Un'ipotesi meno fantasiosa vuole invece che il nome derivi dall'unione di due parole latine mons e corvinus, ossia ""di corvo"".","Il 25 gennaio 1820 con decreto reale 1876 Montecorvino venne diviso in due dipartimenti: Rovella e Pugliano. Successivamente il Consiglio Comunale di Montecorvino Pugliano divise il comune in frazioni: Pugliano, Santa Tecla, Torello, Faiano e Pontecagnano con capoluogo Pugliano. Il comune di Pugliano era in quel periodo, in condizioni ottimali sia per la crescita demografia sia per il miglioramento delle condizioni di vita dovute alla bonifica dell'agro picentino, che grazie alla bontà dei terreni portarono al trasferimento di molte famiglie nelle zone del piano e nel 1806 diedero vita ad un primo movimento per la costituzione di Pontecagnano Faiano in comune autonomo."
74,Antica,III,269.0,il nome Rovella deriva da Rue elle (via corta),"Il termine Corvinus è appellativo della gens Valeria (antica famiglia romana della Magna Grecia) e dei loro possedimenti.[5] Nel 269 a.C. i Romani, alla cui testa vi era il console Sempronio Sofo, sconfissero i Piceni, di un'antica regione sull'Adriatico, e li trapiantarono con forza in Campania tra il confine meridionale della lega nocerina, e il confine settentrionale della lega lucana, occupando il territorio posto tra i fiumi Sele e Sarno"
75,Medievale,,,"Il termine Monteforte deriva dal latino mons fortis, ed è legato alla posizione del paese","Nato come piccolo castrum in epoca romana, si sviluppò all'epoca delle invasioni barbariche grazie agli apporti migratori delle vicine località distrutte. Tuttavia esso non perse le caratteristiche militari di luogo abitato circondato da un recinto fortificato. L'abitato iniziò a spopolarsi già nel Medioevo inoltrato, quando il prevalere dell'importanza militare e civile delle zone costiere, comportò una diminuzione della popolazione di molti centri dell'interno costruiti intorno ai castelli. I materiali di risulta della Monteforte fortificata furono utilizzati per la costruzione di chiese ed altri edifici e verso la metà del Settecento il paese si abbellì di alcuni palazzi (Gorga, Fonte, Baronale). Nel 1828 la banda Capozzoli, operante nella zona, fu tra le protagoniste dei moti del Cilento."
76,Medievale,XI,,,"Nel 1086 a Montesano esistevano già il castello ed il monastero di Cadossa, in tale data Cadossa fu donata dal conte Ugo D'Avena all'abate benedettino di Cava de' Tirreni; perciò comunemente si fa risalire la fondazione di Montesano all'anno Mille."
77,Antica,III,,"Il nome Morigerati deriverebbe o dalla parola greca muriké (ginestra) o da murgia, toponimo indicante un'altura o una sporgenza.","Secondo la leggenda, Morigerati fu fondata dal popolo italico dei Morgeti; l'abitato sarebbe situato nello stesso luogo in cui si trovava il villaggio fortificato dai Morgeti. In seguito fu colonizzato dai Romani, come testimoniano i ruderi che si trovano in località Rumanuru"
78,Moderna,XIX,1851.0,"Il nome odierno, Nocera Inferiore, deriva dall'italianizzazione del toponimo Nuceria (anche se la /u/ è rimasta nell'accezione popolare e dialettale) e dalla posizione geografica della città che, nel 1806, nacque dalla frantumazione di Nocera dei Pagani, sancendo la nascita di cinque comuni, tra cui le due Nocera, differenziate a seconda dell'altezza sul livello del mare.","La sua storia, fino al 1851, è comune con la confinante Nocera Superiore: le due città hanno infatti una comune origine ed hanno sempre fatto parte di un'unica comunità. Antichissima città di origine etrusca, al suo nome è legato un alfabeto e batté moneta durante la fase sannitica. Cicerone la definì una delle città principali della Campania[5]. È sede di una diocesi dal III secolo. È stata teatro di due storiche battaglie, la battaglia dei Monti Lattari e la Battaglia di Nocera. Nel 1806 lo scioglimento di Nocera dei Pagani diede origine a cinque comuni: Nocera San Matteo, Nocera Corpo, Pagani, Sant'Egidio del Monte Albino e Corbara."
79,Moderna,XIX,1851.0,"Il nome odierno, Nocera superiore, deriva dall'italianizzazione del toponimo Nuceria (anche se la /u/ è rimasta nell'accezione popolare e dialettale) e dalla posizione geografica della città che, nel 1806, nacque dalla frantumazione di Nocera dei Pagani, sancendo la nascita di cinque comuni, tra cui le due Nocera, differenziate a seconda dell'altezza sul livello del mare.","La sua storia, fino al 1851, è comune con la confinante Nocera Inferiore: le due città hanno infatti una comune origine ed hanno sempre fatto parte di un'unica comunità. Antichissima città di origine etrusca, al suo nome è legato un alfabeto e batté moneta durante la fase sannitica. Cicerone la definì una delle città principali della Campania[5]. È sede di una diocesi dal III secolo. È stata teatro di due storiche battaglie, la battaglia dei Monti Lattari e la Battaglia di Nocera. Nel 1806 lo scioglimento di Nocera dei Pagani diede origine a cinque comuni: Nocera San Matteo, Nocera Corpo, Pagani, Sant'Egidio del Monte Albino e Corbara."
80,Medievale,,,"Novi(nel medioevo Noves o Nobes e Noe), ossia ""nuovo"", con il significato di nuovo insediamento ,forse in riferimento al fatto che la città fu distrutta dai Vandali e fu poi ricostruita più internamente, forse con il nome di Velia.",Novi Velia si formò in epoca bizantina sui resti di un'antica fortezza enotria che era stata rafforzata dai greci di Velia per il controllo della chora velina. I vicini toponimi Salella e Salento inducono a pensare alla presenza di un signore feudale longobardo padrone dei luoghi
81,Medievale,XI,1059.0,"Aystron e Ollymi o Oleastrum ovvero ""città"" unito al verbo ""ollymi"", cioè ""distruggere"": Ogliastro sarebbe in tal caso stata edificata in seguito alla devastazione della vicina Agropoli)","Le prime attestazioni storiche si hanno nell'anno 1059,nonostante il luogo parrebbe abitato da epoca più remota. Ogliastro era pertinenza di Agropoli, feudo del Vescovo di Paestum sino al 1556,anno in cui iniziarono i passaggi di proprietà del feudo."
82,Antica,,,"L'origine del nome è incerta ,secondo alcuni termini Olevano deriva dal latino olibanus, con il significato riferito agli oliveti presenti in zona. Secondo altri deriva dal nome latino di persona Olivius. La specifica ""sul Tasciano"" è legata al fatto che la zona sorge sulla valle dell'omonimo fiume.","Gli ultimi ritrovamenti archeologici, gli oggetti raccolti in posti e la paziente ricostruzione storica effettuata da ricercatori e studiosi oggi ci consentono di affermare che i primi insediamenti umani ci furono nell'epoca preistorica. Mentre si fa più evidente l'influenza della colonizzazione etrusca, poi integrata dai contatti commerciali con le vicine comunità greche dell'antica Posidonia."
83,Medievale,XII,1114.0,"Il termine Oliveto deriva dal latino olivetum (cioè uliveto), mentre il termine ""Citra"" si riferisce all'antico principato che si trovava al di qua dei Monti Picentini, separato dal Principato Ultra","Tracce dei primi insediamenti appartengono alla cultura di Oliveto-Cairano, come si evince dalle numerose tombe rinvenute nelle località Turni ,Aia, Sophia, nei pressi di Oliveto Citra. Si tratta generalmente di necropoli datate fra il VIII e il IV secolo a.C"
84,,,,"Proviene dal nome  latino Ominius o dall'Etrusco Umenia, a cui è stato aggiunto, nel tempo, il suffisso - anus che indica la proprietà","Dal 1811 al 1860 ha fatto parte del circondario di Pollica, appartenente al Distretto di Vallo del Regno delle Due Sicilie. Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Pollica, appartenente al Circondario di Vallo della Lucania."
85,,,,"Orria, un viaggio sulle colline dipinte. Il toponimo pare derivi da ""horrea"", granai, in riferimento alla funzione di colonia agricola rivestita dal territorio in un lontano passato","Dal 1811 al 1860 ha fatto parte del circondario di Gioi, appartenente al distretto di Vallo del regno delle Due Sicilie. Dal 1860 al 1927,durante il regno d'Italia ha fatto parte del mandamento di Gioi, appartenente al circondario di Vallo della Lucania"
86,Medievale,XI,1100.0,"Ottati dal nome ""optatus"", cioè i pastori optarono per un luogo adatto, idoneo alla pastorizia","Dal 1811 al 1860  ha fatto parte del circondario di sant'Angelo a Fasanella, appartenente al Distretto di Campagna del regno delle Due siciliane. Dal 1860 al 1927,durante il regno d'Italia ha fatto parte del mandamento di sant'Angelo a Fasanella, appartenente al Circondario di Campagna."
87,Medievale,XII,,"Il nome di Padula deriva dal latino paludem, accusativo di palus, paludis, cioè palude, mediante la trasposizione delle lettere d e l che si osserva anche nell'italiano padule, maschile (variante toscana di palude): infatti in passato nella pianura sottostante si estendeva una palude","In località Civita diversi ritrovamenti fanno stimare che i primi insediamenti umani vi si siano stabiliti intorno al XII secolo a.C. : è quindi da datare in questo periodo la fondazione della città di Cosilinum, l'antica Padula, molto probabilmente fondata dagli Enotri. È solo nel VI secolo a.C. che si iniziò a popolare la zona dove sorge l'attuale Padula: in località Valle Pupina sono stati ritrovati bellissimi corredi tombali, formati da vasellame in bronzo e ceramiche di chiaro stampo greco, attualmente esposti nel museo archeologico, presso la Certosa di Padula. Occupata dai Lucani prima, dai Romani poi, la città non ebbe vita facile: schieratasi con Pirro e con Annibale, dovette subire le ripercussioni derivanti da queste infelici scelte. Riuscì a risollevarsi grazie all'impulso ricevuto dalla costruzione della Regio-Capuam (la via Popilia-Annia, che insieme alla via Appia e alla via Traiana, fungeva da rete stradale per tutto il Sud Italia) che la collegava alle più centrali Paestum e Velia, tanto che nell'89 a.C. diventa Municipio Romano."
88,Medievale,XIV,,"Sul toponimo di Pagani sono state avanzate diverse ipotesi. Quella più probabile fa derivare il toponimo della famiglia Pagano, divenuta nobile in età normanna o ritenuta di origine franco-normanna(nel ramo familiare, secondo diversi araldisti ed eruditi, ci sarebbe Ugo dei Pagani, fondatore dei Templari, tesi messa in dubbio dai medievisti della storiografia ufficiale). Tale famiglia già nel XIV secolo si stabilì' in questa contrada divenendo potente ed autoritaria, ricca di concessioni terriere ed assumendo numerosissimi posti nel comando. Altre sono state le ipotesi avanzate riguardo al nome Pagani: E' assai probabile  che il nome Pagani sia legato all'esistenza di un pagus (circoscrizione territoriale rurale accentrata su luoghi di culto). Nell'antica Roma, chi abitava fuori della cerchia della circoscrizione urbana veniva detto anche pagano, perchè abitava in un pagus. C'è chi lo vuole derivato dalla presenza dei Saraceni nella zona, ed i Saraceni , come si sa , furono infedeli e quindi pagani. C'è chi ritiene che Pagani prenda il nome dal termine greco pagos; e pagos erano i leukos-locus. Questi luoghi sacri erano i Pagi e i loro abitanti i Pagani. Si ritiene che, stando all'araldica della nobile famiglia Pagano, tale famiglia abbia mutato dal luogo di Pagani il loro nome.","Il primo insediamento, che darà poi luogo all´attuale città , sembra risalire almeno al primo millennio avanti Cristo, quando un popolo greco-africano, i Taurani, fondò un nucleo abitativo chiamato Taurania. L´importanza strategica di questa città è attestata dall´autorevole storico romano Tito Livio. Altra prova della presenza dei Taurani è data dai toponimi Lamione e via Lamia, chiaro riferimento al culto della dea Lamia , da loro venerata e alla quale elevarono anche un tempio. Nella guerra contro i Sanniti , Taurania capitolò sotto gli assalti di Lucio Cornelio Silla e passò sotto la dominazione di Roma. Poco tempo dopo furono gli stessi romani che presso le sue rovine fondarono una nuova colonia, Barbatianus, dal nome del preconsole Cornelio Scipione Barbato e di cui oggi resta il toponimo via Barbazzano. Accedere ai servizi che seguirono, quali l´eruzione del Vesuvio nel 79 dopo Cristo e lo straripamento del fiume Sarno, causarono forti disagi alla popolazione, tanto che molti si trasferirono nel piano di San Felice, denominato Curtis in plano (oggi Cortinpiano), già noto nel 65 dopo Cristo perché vi trovarono il martirio i santi Felice e Costanza, le cui spoglie oggi riposano nella chiesa del Santissimo Corpo di Cristo. I Longobardi nel V secolo fortificarono tale luogo con un castello. Dell´età romana sono ancora evidenti un resto di colonna e parte di una statua raffigurante forse un togato. In seguito Pagani conobbe le dominazioni normanna,angioina e spagnola. Sul toponimo Pagani sono state avanzate diverse ipotesi. Per alcuni studiosi deriverebbe dal latino pagus (villaggio) , per la presenza di numerosi villaggi; Secondo altri , poiché in questo territorio si stabilirono gruppi di saraceni provenienti da Amalfi , dall´aggettivo pagano in opposizione a cristiano. L´ipotesi più attendibile sembra essere quella che fa derivare Pagani dalla famiglia Pagano , di origine francese , venuta qui ai tempi dei primi Templari (987) e legata ai sovrani angioni ed aragonesi. Col tempo , infatti , il toponimo Curtis in plano fu sostituito da Li Pagani e ciò è attestato con maggiore continuità solo nel 400 , quando ci fu la necessità di raccogliere i numerosi borghi presenti nelle due università chiamate ""Urbs Nuceriae"": Nuceria Soprana e Nuceria Sottana. Pagani fece parte di Nuceria Sottana e più tardi fu chiamata Locus Paganorum o semplicemente dé Pagani."
89,Moderna,XIX,1861.0,"Secondo alcuni il nome deriva dal latino Pala (monte), da una base prelatina pal. Secondo altri il nome potrebbe derivare dal latino palus, ossia palo o palude, in riferimento o alla sua posizione geografica ""in cima ad un monte come un palo"" o alle caratteristiche del terreno.","L'origine antichissima di nuclei abitativi nel territorio di Palomonte fa di questo comune serbatoio di importanti elementi culturali. Il periodo preistorico ha visto in località Sperlonga l'esistenza di un insediamento umano, i cui culti religiosi sono ravvisabili nei graffiti e vasche rimaste nelle grotte abitate, la stessa zona, nei millenni successivi, ha visto l'influenza della cultura bizantina, con i monaci basiliani che lì hanno fondato il santuario dedicato all'Assunta. Il comune vive le sorti degli altri centri meridionali e diventa meta di conquiste di popoli stranieri (longobardi, svevi, angioini, spagnoli) che apportano alla cultura palomontese importanti tratti (l'influenza spagnola è ravvisabile nella ""Descrittione di Palo"" del monaco Frà Giovan Battista da Palo).Durante il Regno di Napoli e il Regno delle Due Sicilie,denominato Palo[4], fu un casale amministrato dal comune di Contursi ed appartenente al Distretto di Campagna. Con l'annessione della provincia di Principato Citra al Regno di Sardegna, il nome venne mutato a seguito del Regio Decreto n. 935 del 1862, in Palomonte."
90,Moderna,XIX,1819.0,"Pellezzano deriva da ""fundus Pellitianus"" di proprietà del patrizio romano Pellitius o Pelitius con l'aggiunta del suffisso ""anus"" che indica appartenenza.","Il nucleo originale di Pellezzano andò formandosi intorno al luogo più antico del paese: la Rocca del Casale, che parrebbe citato nelle pergamene raccolte dai codici salernitani e cavensi negli anni 944, 1006 e 1030, essendo il suo toponimo di Casale Pellezzano in stretta relazione con Locum Pellezanu, o, viceversa, i superstiti del Locum, situato anche altrove, fondarono poi questo Casale, sebbene il primo insediamento accertato appare fra Capriglia e Pellezzano, a Rocca, dove compare la chiesetta più antica, parte integrante del luogo, chiamata Chiesa dello Spirito Santo, come la definivano i padri dell'Ordine Agostiniano di Colloreto, prima della soppressione pontificia del 6 maggio 1653. Sulla Rocca nel Casale la Chiesa continuò ad esistere e a rappresentare il capoluogo di Pellezzano fino alla soppressione.Nel 1755 Pellezzano era ancora unito al territorio della città di Salerno, come si evince dal Catasto Onciario dell'epoca in cui si evidenziano i luoghi antichi che porteranno alla federazione delle frazioni di Pellezzano, Coperchia, S. Nicola a Cologna e Capriglia, che formeranno un comune autonomo federandosi fra loro, dicendo di costituire la sede municipale in Pellezzano. Dal territorio del nuovo comune saranno escluse molte località di confine, che erano parte integrante dell'area di Pellezzano, che continueranno ad appartenere a Salerno ma che all'epoca rientravano nella zona. Nel 1755 facevano parte di Pellezzano: Pellezzano, Coperchia, Capriglia, San Nicola a Cologna, Capezzano, Sordina, Casalbarone, Coraggiano, Ruggiano, La Rocca di Santo Spirito, Casa Sessa e Pastore, Capitinola, Licinella. Un quarto degli abitanti di Salerno si staccherà quindi dalla città per dare vita al nuovo comune."
